Pagine principali,Clic,Impressioni,CTR,Posizione
https://shop.moruzzi.it/it/italia-serie-annuale-ufficiale-11-valori-1987-fdc.html,60,1356,4.42%,7.82
https://shop.moruzzi.it/it/nerone-sesterzio-65-d-c-pace-p-r-terra-mariq-parta-ianvm-clvsit-s-c-tempio-di-giano-con-la-porta-chiusa-zecca-di-roma-bronzo-153933-mbb-ric-266.html,60,1269,4.73%,5.68
https://shop.moruzzi.it/it/druso-asse-21-22-d-c-pontif-tribvn-potest-iter-s-c-grande-al-centro-zecca-di-roma-bronzo-spl-149437-ric-45.html,60,1082,5.55%,6.54
https://shop.moruzzi.it/it/monete/monete-dell-europa/romania.html,59,5975,0.99%,12.31
https://shop.moruzzi.it/it/stato-pontificio-pio-vi-1-2-baiocco-1784-a-x-zecca-di-bologna-rame-bb-muntoni-271-var.html,59,5231,1.13%,8.69
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-10-centesimi-1911-cinquantenario-zecca-di-roma-rame-qfdc-83470-pagani-863.html,59,3036,1.94%,7.99
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-5-lire-1936-xiv-fecondita-famiglia-zecca-di-roma-argento-145248-mbb-pagani-719-24991.html,59,2330,2.53%,7.4
https://shop.moruzzi.it/it/stato-pontificio-pio-vi-braschi-quattrino-1779-zecca-di-bologna-rame-bb-(muntoni-281a)-25218.html,59,2248,2.62%,7.69
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-serie-di-prova-in-argento-da-8-monete-1972-anno-x-fdc-rrr.html,59,1670,3.53%,7.67
https://shop.moruzzi.it/it/citta-del-vaticano-200-euro-2020-fs-arcangelo-gabriele.html,59,1560,3.78%,7.54
https://shop.moruzzi.it/it/monete/monete-pontificie/seconda-repubblica-romana-1849.html,59,1520,3.88%,8.1
https://shop.moruzzi.it/it/prodotti.html,58,36414,0.16%,8.19
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-1000-lire-15-09-1959-busto-dell-italia-medusa-firme-menichella-boggione-spl-151713-crapanzano-470.html,58,21045,0.28%,10.83
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-20000-lire-21-02-1975-tiziano-firme-carli-barbarito-fds-150970-crapanzano-594.html,58,15398,0.38%,4.71
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-10000-lire-15-02-1973-michelangelo-firme-carli-barbarito-fds-144294-crapanzano-578.html,58,11839,0.49%,5.29
https://shop.moruzzi.it/it/stato-pontificio-paolo-iv-giulio-s-pavlvs-ancona-san-paolo-zecca-di-ancona-argento-mb-muntoni-40-1.html,58,3088,1.88%,7.62
https://shop.moruzzi.it/it/regno-di-sardegna-carlo-felice-5-lire-scudo-1828-zecca-di-genova-argento-qspl-pagani-74.html,58,1984,2.92%,8.38
https://shop.moruzzi.it/it/claudio-ii-il-gotico-antoniniano-268-270-d-c-annona-avg-l-annona-con-spighe-e-cornucopia-zecca-di-roma-argento-spl-ric-18.html,58,1416,4.1%,6.32
https://shop.moruzzi.it/it/augusto-cn-piso-cn-f-sesterzio-15-a-c-cn-piso-cn-f-iiivir-a-a-a-f-f-s-c-al-centro-ob-civis-servatos-corona-di-quercia-tra-due-rami-di-lauro-zecca-di-roma-bronzo-bb-r-ric-380-r.html,58,1227,4.73%,7.84
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-anonime-e-familiari/quadrigati.html,57,1233,4.62%,7.58
https://shop.moruzzi.it/it/italia-toto-medaglia-in-argento-1992-fdc-26969.html,57,860,6.63%,5.51
https://shop.moruzzi.it/it/stato-pontificio-gregorio-xvi-cappellari-baiocco-1845-a-xv-zecca-di-roma-rame-fdc-pagani-275-25198.html,56,6959,0.8%,6.43
https://shop.moruzzi.it/it/francia-quinta-repubblica-franchi-10-ercole-1970-zecca-di-parigi-argento-mspl-gadoury-813-28991.html,56,2927,1.91%,8.57
https://shop.moruzzi.it/it/stati-uniti-d-america-usa-dollaro-1-2-walking-liberty-1945-zecca-di-san-francisco-argento-qbb-km-142-29853.html,56,2604,2.15%,7.19
https://shop.moruzzi.it/it/italia-opera-balilla-spilla-19301931-spl-25502.html,56,2426,2.31%,10.4
https://shop.moruzzi.it/it/stato-pontificio-pio-vi-braschi-scudo-romano-1780-a-vi-avxilivm-de-sancto-la-chiesa-seduta-su-nubi-zecca-di-roma-argento-fdc-r-muntoni-17.html,56,1599,3.5%,6.58
https://shop.moruzzi.it/it/germanico-asse-37-38-d-c.html,56,717,7.81%,7.67
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/reggio-emilia.html,55,4992,1.1%,8.47
https://shop.moruzzi.it/it/grecia-giorgio-i-5-dracme-1876-a-zecca-di-parigi-argento-bb-km-46.html,55,3118,1.76%,7.01
https://shop.moruzzi.it/it/italia-50-anniversario-vittoria-medaglia-in-oro-1968-opus-libero-mancinelli-fdc-27910.html,55,1817,3.03%,4.9
https://shop.moruzzi.it/it/italia-roma-medaglia-1870-roma-rivendicata-ai-suoi-liberatori-opus-carlo-moscetti-spl-(brambilla-i-pag-315)-26030.html,55,1817,3.03%,6.97
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-centesimi-1906-valore.html,55,1478,3.72%,8.76
https://shop.moruzzi.it/de/regno-d-italia-vittorio-emanuele-iii-centesimi-50-impero-1936-a-xiv-zecca-di-roma-nichel-spl-r-pagani-818-29011.html,55,1321,4.16%,6.47
https://shop.moruzzi.it/it/monete/monete-della-citta-del-vaticano/sedi-vacanti.html,55,1201,4.58%,9.5
https://shop.moruzzi.it/it/pompeo-magno-denario-44-43-a-c-galea-q-nasidius-argento-mbb-rr-crawford-483-2-27492.html,55,1043,5.27%,4.5
https://shop.moruzzi.it/it/medaglie/medaglie-papali/pio-vi-1775-1799.html,55,611,9%,9.76
https://shop.moruzzi.it/it/romania-carlo-i-lei-5-1882-zecca-di-bucarest-argento-qbb-r-km-17-1-27384.html,54,8113,0.67%,9.97
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-i-di-borbone-1816-1825-tornesi-5-1819.html,54,2886,1.87%,8.94
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-lire-10-000-titolo-provvisorio-medusa-17-12-1947-firme-einaudi-urbini-mspl-crapanzano-548.html,54,2499,2.16%,8.58
https://shop.moruzzi.it/it/banconote/banconote-italiane/buoni-di-cassa.html,54,1979,2.73%,12.32
https://shop.moruzzi.it/it/traiano-dupondio-112-113-114-d-c-felicitas-avgvst-s-c-la-felicitas-con-caduceo-e-cornucopia-zecca-di-roma-bronzo-mbb-ric-626.html,54,1967,2.75%,6.71
https://shop.moruzzi.it/it/banconote/banconote-italiane/cartamoneta-della-luogotenenza.html,54,1348,4.01%,15.1
https://shop.moruzzi.it/it/italia-serie-annuale-ufficiale-11-valori-1989-fdc.html,54,892,6.05%,5.85
https://shop.moruzzi.it/it/monete/monete-d-oltremare/messico.html,53,5094,1.04%,9.82
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-100000-lire-10-05-1982-botticelli-firme-ciampi-stevani-fds-143654-crapanzano-619.html,53,4468,1.19%,7.73
https://shop.moruzzi.it/it/repubblica-italiana-500-lire-1988-xxiv-olimpiade-di-seul-zecca-di-roma-argento-fs-unificato-1563.html,53,3659,1.45%,7.45
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-buono-da-1-lira-italia-seduta-1924-zecca-di-roma-nichel-qfdc-pagani-778-29004.html,53,3338,1.59%,8.73
https://shop.moruzzi.it/it/monete/euro/san-marino.html,53,1982,2.67%,16.22
https://shop.moruzzi.it/it/apulia-teate-quincunx-225-200-a-c-testa-di-atena-con-elmo-corinzio-civetta-su-capitello-a-sinistra-tiati-e-a-destra-cinque-globetti-zecca-di-teate-bronzo-bb-nc-hn-italy-702a-26745.html,53,1236,4.29%,5.91
https://shop.moruzzi.it/it/teodorico-e-atalarico-follis-da-40-nummi-522-534-d-c-zecca-di-roma-bronzo-mspl-r-arslan-87-28109.html,53,1227,4.32%,6.16
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1-lira-1905-aquila-sabauda-zecca-di-roma-argento-mb-r-pagani-765.html,52,2354,2.21%,7.26
https://shop.moruzzi.it/it/prima-repubblica-romana-stato-pontificio-10-paoli-dal-09-09-1798-retro-triangolo-firme-galli-mbb-crapanzano-as-10-26861.html,52,1443,3.6%,6.84
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-10-soldi-1868-a-xxiii-zecca-di-roma-argento-mspl-pagani-581.html,52,1355,3.84%,7.18
https://shop.moruzzi.it/it/italia-repubblica-serie-annuale-ufficiale-10-valori-1983-fdc.html,52,1256,4.14%,6.52
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-di-pio-vii-1800-1823.html,52,1111,4.68%,8.19
https://shop.moruzzi.it/it/settimio-severo-sesterzio-196-d-c-fortvnae-redvci-s-c-la-fortuna-seduta-con-bacchetta-su-timone-e-cornucopia-soto-al-sedile-una-ruota-zecca-di-roma-bronzo-spl-r-ric-720-s.html,52,991,5.25%,4.61
https://shop.moruzzi.it/it/calabria-taranto-didramma-281-272-a-c-ragazzo-su-cavallo-in-atto-di-coronarlo-sotto-alle-zampe-un-sileno-taras-sul-delfino-tiene-nike-e-conocchia-a-destra-cristogramma-zecca-di-tarentum-argento-spl-vlasto-769-e-ss.html,52,682,7.62%,6.82
https://shop.moruzzi.it/it/ottaviano-bronzo-38-a-c-circa-divos-ivlivs-in-corona-di-alloro-zecca-italica-mbb-r-crawford-535-2.html,51,4672,1.09%,4.66
https://shop.moruzzi.it/it/repubblica-italiana-500-lire-1985-presidenza-c-e-e-comunita-economica-europea-cee-argento-fs-proof-unificato-1515-2.html,51,2070,2.46%,7.4
https://shop.moruzzi.it/it/sicilia-siracusa-timoleonte-dilitron-341-336-a-c-zeus-cavallo-impennato-zecca-di-siracusa-bb-nc-buceti-620.html,51,1909,2.67%,7.2
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-ii-di-borbone-120-grana-1856-zecca-di-napoli-argento-spl-pannuti-riccio-85-26390.html,51,1906,2.68%,7
https://shop.moruzzi.it/en/vespasiano-denario-77-78-d-c-cos-viii-due-buoi-aggiogati-zecca-di-roma-argento-spl-r-ric-943.html,51,1189,4.29%,7.35
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-montini-medaglia-annuale-in-argento-an-i-1963-per-l-elezione-al-pontificato-opus-pietro-giampaoli-fdc-141770-bartolotti-e963.html,51,1164,4.38%,7.08
https://shop.moruzzi.it/it/sicilia-siracusa-gerone-ii-tetras-269-263-a-c-testa-di-poseidone-tridente-ornato-da-volute-tra-2-delfini-ai-lati-ier-onos-zecca-di-siracusa-bronzo-mbb-buceti-1342-27998.html,51,854,5.97%,6.87
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-centesimi-10-1863-zecca-di-parigi-rame-spl-pagani-540-29685.html,50,3518,1.42%,7.74
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-ii-di-borbone-120-grana-falso-d-epoca-1856-zecca-di-napoli-argento-bb-nc-pannuti-riccio-cfr-85.html,50,2392,2.09%,8.24
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1865-n-zecca-di-napoli-argento-mbb-r-pagani-486.html,50,2322,2.15%,8.45
https://shop.moruzzi.it/it/faustina-ii-asse-161-175-d-c-laetitia-s-c-la-laetitia-con-corona-e-lungo-scettro-zecca-di-roma-bronzo-mbb-ric-1657.html,50,1655,3.02%,4.1
https://shop.moruzzi.it/it/stato-pontificio-leone-xiii-medaglia-straordinaria-in-argento-anno-x-1888-esposizione-artistica-in-vaticano-opus-francesco-bianchi-e-filippo-speranza-mspl-rr-modesti-152.html,50,1533,3.26%,6.79
https://shop.moruzzi.it/it/monete/monete-della-repubblica-italiana/monete-commemorative-in-lire-in-confezione.html,50,1230,4.07%,14.47
https://shop.moruzzi.it/it/regno-di-sardegna-vittorio-emanuele-i-5-lire-scudo-1817-zecca-di-torino-argento-mbb-r-pagani-11.html,50,1187,4.21%,7.71
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-1-2-kennedy-1969-zecca-di-philadelphia-argento-fdc-km-202a-29629.html,49,3748,1.31%,7.31
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-serie-annuale-di-4-valori-1950-zecca-di-roma-italma-spl-unificato-pi12-821-27165.html,49,2179,2.25%,10.71
https://shop.moruzzi.it/it/italia-serie-annuale-ufficiale-9-valori-1970-fdc.html,49,1602,3.06%,7.57
https://shop.moruzzi.it/en/coins/euro/2-euro-commemorative-coins.html,48,3834,1.25%,16.53
https://shop.moruzzi.it/it/granducato-di-toscana-leopoldo-ii-5-quattrini-1830-zecca-di-firenze-rame-qspl-56517-pagani-174.html,48,2444,1.96%,7.38
https://shop.moruzzi.it/it/italia-milizia-volontaria-per-la-sicurezza-nazionale-mvsn-medaglia-in-bronzo-21-06-1936-a-xiv-coorte-18-novembre-fdc-rr.html,48,1935,2.48%,13.97
https://shop.moruzzi.it/es/regno-d-italia-vittorio-emanuele-ii-20-centesimi-1863-m-valore-zecca-di-milano-argento-qfdc-pagani-535.html,48,1907,2.52%,7.91
https://shop.moruzzi.it/it/lucania-metaponto-statere-vi-inizi-v-ac-spiga-di-grano-e-a-sinistra-met--incuso-zecca-di-metaponto-argento-qspl-(nc)-(sng-dan-1158-var)-25803.html,48,1712,2.8%,4.71
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-morgan-1921-d-zecca-di-denver-argento-mbb-km-110.html,48,1628,2.95%,7.36
https://shop.moruzzi.it/it/monete/monete-greche/celtiche.html,48,1469,3.27%,7.52
https://shop.moruzzi.it/it/regno-unito-di-gran-bretagna-regina-vittoria-doppio-fiorino-1887-zecca-di-londra-argento-fdc-spink-3923.html,48,1389,3.46%,7.02
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-biglietto-di-stato-10-lire-1939-xviii-impero-firme-grassi-porena-cossu-fds-crapanzano-bs45.html,47,3927,1.2%,5.99
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-20-lire-1928-a-vi-littore-zecca-di-roma-argento-mbb-r-pagani-673-sku-155841-27315.html,47,1841,2.55%,8.85
https://shop.moruzzi.it/it/repubblica-italiana-10-lire-1946-olivo-zecca-di-roma-italma-qfdc-r-145398-pagani-2301.html,47,1757,2.68%,6.58
https://shop.moruzzi.it/it/libri-e-pubblicazioni/le-monete-romane.html,47,1622,2.9%,23.07
https://shop.moruzzi.it/it/repubblica-di-san-marino-vecchia-monetazione-20-lire-1935-zecca-di-roma-argento-qfdc-pagani-345-25526.html,47,1482,3.17%,8.59
https://shop.moruzzi.it/it/emiliano-sesterzio-253-d-c-victoria-avg-s-c-la-vittoria-con-una-corona-ed-un-ramo-di-palma-zecca-di-roma-bronzo-mbb-rrr-ric-40-r3-26833.html,47,1324,3.55%,5.97
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-morgan-1896-o-zecca-di-new-orleans-argento-qbb-km-110-29804.html,47,1238,3.8%,7.21
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1864-n-zecca-di-napoli-argento-qspl-r-pagani-485.html,47,1072,4.38%,7.65
https://shop.moruzzi.it/it/lucania-metaponto-statere-vi-inizi-v-ac-spiga-di-grano-e-a-sinistra-met--incuso-zecca-di-metaponto-argento-qspl-(nc)-(sng-dan-1158-var)-25648.html,47,1028,4.57%,5.51
https://shop.moruzzi.it/it/emanuele-latella-pecvnia-non-olet-29974.html,47,440,10.68%,4.14
https://shop.moruzzi.it/it/featured-products.html,46,25563,0.18%,5.93
https://shop.moruzzi.it/es/repubblica-italiana-banca-d-italia-2000-lire-24-10-1983-galileo-galilei-firme-ciampi-stevani-fds-150935-crapanzano-504-27334.html,46,3468,1.33%,7.94
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-5000-lire-28-01-1948-titolo-provvisorio-firme-einaudi-urbini-bb-nc-111681-crapanzano-513.html,46,3466,1.33%,11.75
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-lire-5-aquilotto-aquilino-1930-zecca-di-roma-argento-bb-pagani-713-28801.html,46,3408,1.35%,8.34
https://shop.moruzzi.it/it/lucio-vero-sesterzio-161-162-d-c-tr-pot-ii-cos-ii-fort-red-s-c-la-fortuna-seduta-con-il-timone-e-la-conucopia-zecca-di-roma-bronzo-spl-ric-1319.html,46,2117,2.17%,11.1
https://shop.moruzzi.it/it/italia-luogotenenza-banca-d-italia-lire-10000-titolo-provvisorio-04-08-1945-firme-einaudi-urbini-qbb-rr-crapanzano-420-28609.html,46,1943,2.37%,8.7
https://shop.moruzzi.it/it/citta-del-vaticano-serie-divisionale-2023-fs-50-euro-in-oro-9-valori-27209.html,46,1864,2.47%,8.83
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-medaglia-straordinaria-fusa-in-bronzo-1949-apertura-della-porta-santa-vaticana-giubileo-1950-opus-aurelio-mistruzzi-mspl-rrr-cusumano-modesti-75.html,46,1576,2.92%,8.68
https://shop.moruzzi.it/it/sicilia-siracusa-agatocle-bronzo-300-289-a-c-soteipa-busto-di-artemide-e-dietro-le-spalle-la-faretra-agathokleos-basileos-fulmine-alato-orizzontale-zecca-di-siracusa-qspl-buceti-873.html,46,1507,3.05%,7.61
https://shop.moruzzi.it/it/citta-del-vaticano-benedetto-xvi-ratzinger-2005-2013-5-e-10-euro-2012-centenario-nascita-di-giovanni-paolo-i-e-xx-giornata-mondiale-del-malato-fs.html,46,1485,3.1%,7.04
https://shop.moruzzi.it/it/piacenza-corrado-ii-grosso-da-tre-imperiali-1140-1313-zecca-di-piacenza-argento-spl-nc-mir-1106.html,46,1108,4.15%,7.06
https://shop.moruzzi.it/it/thurium-litra-iv-sec-a-c.html,46,628,7.32%,5.86
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano.html,45,6247,0.72%,9.73
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1-lira-1916-quadriga-briosa-zecca-di-roma-argento-bb-r-120726-pagani-774-27175.html,45,2729,1.65%,7.06
https://shop.moruzzi.it/it/francia-secondo-impero-napoleone-iii-franchi-50-1855-a-zecca-di-parigi-oro-fdc-gadoury-1111-29587.html,45,1999,2.25%,8.02
https://shop.moruzzi.it/it/monete/monete-della-citta-del-vaticano/benedetto-xvi-joseph-a-ratzinger-2005-2013.html,45,1376,3.27%,9.13
https://shop.moruzzi.it/it/lucania-metaponto-statere-vi-inizi-v-ac-spiga-di-grano-e-a-sinistra-met--incuso-zecca-di-metaponto-argento-qspl-(nc)-(sng-dan-1158-var)-24995.html,45,973,4.62%,5.47
https://shop.moruzzi.it/it/monete/monete-del-regno-d-italia/colonie-italiane.html,45,917,4.91%,8.09
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-mastai-ferretti-lire-2-1867-a-xxii-zecca-di-roma-argento-mbb-pagani-558.html,45,754,5.97%,7.26
https://shop.moruzzi.it/it/francia-banque-de-france-franchi-5-pasteur-05-05-1967-firme-h-morant-g-bouchet-r-tondu-mbb-fayette-61-5-27611.html,44,4147,1.06%,6.61
https://shop.moruzzi.it/it/monete/monete-greche/grecia-e-mondo-greco.html,44,3170,1.39%,16.99
https://shop.moruzzi.it/it/repubblica-italiana-lire-500-caravelle-1969-zecca-di-roma-argento-fdc-pagani-2110-29038.html,44,2896,1.52%,7.88
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-serie-annuale-di-4-valori-1950-zecca-di-roma-italma-spl-unificato-pi12-821-27138.html,44,2683,1.64%,10.62
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-morgan-1881-zecca-di-philadelphia-argento-mb-km-110-29803.html,44,2181,2.02%,7.34
https://shop.moruzzi.it/it/antonino-pio-asse-143-144-d-c-imperator-ii-s-c-la-lupa-in-atto-di-allattare-i-gemelli-in-esergo-una-barca-zecca-di-roma-bronzo-qspl-nc-ric-734.html,44,2069,2.13%,5.39
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-peace-1926-s-zecca-di-san-francisco-argento-bb-141883-km-150-27811.html,44,1814,2.43%,8.13
https://shop.moruzzi.it/it/gioviano-piccolo-bronzo-363-364-d-c.html,44,1487,2.96%,5.56
https://shop.moruzzi.it/it/regno-di-macedonia-alessandro-magno-tetradramma-323320-ac-testa-di-eracle-con-leont--baie-aeanpoy-zeus-atophoros-seduto-in-trono-con-aquila-e-lungo-scettro-zecca-di-arados-argento-mbb-(price-3332)-25800.html,44,1474,2.99%,7.11
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-delle-guerre-civili/monete-di-pompeo-magno.html,44,1167,3.77%,8.64
https://shop.moruzzi.it/it/regno-di-sicilia-filippo-iii-tari-3-1611-zecca-di-messina-argento-bb-spahr-48-26311.html,44,969,4.54%,7.55
https://shop.moruzzi.it/it/monete/monete-della-repubblica-italiana/monete-commemorative-in-argento-da-lire-2-000-e-1-000.html,43,3069,1.4%,18.99
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-ii-di-borbone-120-grana-1835-zecca-di-napoli-argento-mbb-pannuti-riccio-60.html,43,2471,1.74%,8.31
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1-lira-1915-quadriga-briosa-zecca-di-roma-argento-mbb-116824-pagani-773-25892.html,43,2272,1.89%,7.24
https://shop.moruzzi.it/it/repubblica-italiana-10-lire-1965-spighe-zecca-di-roma-italma-fdc-nc-154403-pagani-2312.html,43,2123,2.03%,7.17
https://shop.moruzzi.it/es/regno-d-italia-vittorio-emanuele-iii-50-centesimi-1919-leoni-contorno-liscio-zecca-di-roma-nichel-spl-pagani-798.html,43,1952,2.2%,7.79
https://shop.moruzzi.it/it/sicilia-siracusa-seconda-democrazia-tetradramma-430-425-a-c-auriga-su-quadriga-e-in-alto-la-nike-in-volo-che-incorona-i-cavalli-syrakosion-testa-di-aretusa-e-nel-campo-4-delfini-zecca-di-siracusa-argento-bb-r-buceti-298.html,43,1402,3.07%,8.45
https://shop.moruzzi.it/es/regno-d-italia-vittorio-emanuele-iii-lire-2-quadriga-veloce-1908-zecca-di-roma-argento-fdc-pagani-732-27816.html,43,1257,3.42%,8.36
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-massimino-i.html,43,1096,3.92%,6.99
https://shop.moruzzi.it/it/regno-d-italia-somalia-italiana-vittorio-emanuele-iii-rupia-1-4-1910-zecca-di-roma-argento-bb-r-pagani-971-28234.html,43,1029,4.18%,7.34
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-50000-lire-15-03-1984-bernini-i-tipo-serie-a-firme-ciampi-stevani-fds-144374-crapanzano-604.html,42,5240,0.8%,6.66
https://shop.moruzzi.it/it/volusiano-sesterzio-251-253-d-c-pax-avgg-s-c-la-pax-con-ramoscello-e-scettro-zecca-di-roma-bronzo-mbb-r-ric-256a-s.html,42,4127,1.02%,8.28
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-centesimi-1915-italia-su-prora-zecca-di-roma-rame-bb-pagani-937-25417.html,42,3451,1.22%,8.06
https://shop.moruzzi.it/it/banconote/banconote-dell-europa/germania-dem.html,42,2609,1.61%,10.18
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-lire-100000-manzoni-03-07-1967-firme-carli-lombardo-qfds-r-crapanzano-614-28924.html,42,2009,2.09%,8.25
https://shop.moruzzi.it/it/italia-benito-mussolini-medaglia-in-bronzo-a-benitomussolini-i-ferrovieri-di-firenze-1925-opus-g-verdi-qfdc-(r)-(casolari-iii5)-27079.html,42,1953,2.15%,10.56
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-re-eletto-lira-1859-firenze-pagani-438.html,42,1685,2.49%,8.79
https://shop.moruzzi.it/it/sicilia-siracusa-seconda-democrazia-tetradramma-450-440-a-c-auriga-su-quadriga-e-in-alto-la-nike-in-volo-che-incorona-i-cavalli-syrakosion-testa-di-aretusa-e-nel-campo-4-delfini-zecca-di-siracusa-argento-bb-r-buceti-266.html,42,1571,2.67%,7.96
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-acu-adas-bajo-el-emperador-caligula-gaio.html,42,1323,3.17%,6.88
https://shop.moruzzi.it/it/italia-s-luigi-gonzaga-medaglia-in-bronzo-limmacolata-1854-fdc-(nc)-26699.html,42,1105,3.8%,4.91
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-xxiii-roncalli-medaglia-straordinaria-in-bronzo-1962-convocazione-del-concilio-vaticano-ii-opus-giacomo-manzu-fdc-153404-modesti-150.html,42,650,6.46%,6.37
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-100000-lire-27-02-1995-caravaggio-ii-tipo-serie-b-firme-fazio-speziali-fds-150992-crapanzano-627-25980.html,41,5672,0.72%,8.62
https://shop.moruzzi.it/it/stato-pontificio-innocenzo-xii-pignatelli-1-2-bolognino-1693-bononia-docet-stemma-della-citta-di-bologna-mezo-bolognino-leone-zecca-di-bologna-bronzo-qbb-r-cni-53.html,41,2793,1.47%,7.09
https://shop.moruzzi.it/it/regno-ditalia-vittorio-emanuele-iii-medaglia-in-metallo-bianco-guerra-italo-turca-1911-1912-opus-luigi-giorgi-spl-tabacchi-p-53-28500.html,41,2376,1.73%,7.39
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-montini-medaglia-annuale-in-argento-400-anniversario-della-morte-di-michelangelo-1964-anno-ii-opus-pietro-giampaoli-fdc-bartolotti-e964-28903.html,41,1966,2.09%,5.64
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-di-magnenzio-e-decenzio.html,41,1205,3.4%,8.33
https://shop.moruzzi.it/it/banconote/banconote-italiane/cartamoneta-della-repubblica-sociale.html,41,942,4.35%,11.68
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-del-emperador-nerva.html,41,791,5.18%,8.15
https://shop.moruzzi.it/it/massimino-i-il-trace-sesterzio-236-238-d-c-salvs-avgvsti-s-c-la-salus-seduta-con-una-patera-nutre-un-serpente-che-si-slancia-da-un-altare-zecca-di-roma-bronzo-mspl-ric-85.html,41,662,6.19%,5.7
https://shop.moruzzi.it/it/banconote/banconote-italiane/cartamoneta-di-occupazione.html,41,615,6.67%,8.9
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-100000-lire-01-12-1986-caravaggio-i-tipo-serie-c-firme-ciampi-stevani-fds-144331-crapanzano-622.html,40,15733,0.25%,6.32
https://shop.moruzzi.it/it/augusto-dupondio-22-23-d-c-s-c-tempio-esastilo-zecca-di-roma-qbb-rrr-ric-74.html,40,3579,1.12%,6.41
https://shop.moruzzi.it/it/repubblica-italiana-istituto-poligrafico-e-zecca-dello-stato-10-unita-prova-di-stampa-g-rossini-fds-151001-unificato-poli-4a.html,40,2425,1.65%,12.42
https://shop.moruzzi.it/it/marco-aurelio-dupondio-161-162-d-c-concord-avgvstor-tr-p-xvi-s-c-cos-iii-lucio-vero-e-marco-aurelio-con-un-rotolo-di-papiro-nella-sinistra-si-stringono-la-destra-zecca-di-roma-bronzo-mbb-ric-828-27155.html,40,2300,1.74%,5.4
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/pisa.html,40,2142,1.87%,9.63
https://shop.moruzzi.it/it/regno-d-italia-napoleone-i-5-lire-1812-milano-argento-qspl-r-pagani-30a.html,40,2135,1.87%,9.29
